ID,Text,Classe,Text_Lem,Homophobia,sexism,Racism,Normal,Manual Analysis (MA)
419,"@asem_1994 Mohammed raped slave girls, the Quran approves of the rape of slave girls - so ISIS rapes, slave girls.",1,asem_1994 mohammed raped slave girl quran approves rape slave girl isi rape slave girl,1,1,1,0,1
420,"@BDSSupporter Who cares where they were born, camel breath, they call themselves Israelis and Jews.",1,bdssupporter care born camel breath call israeli jew,1,0,1,0,1
421,@ldstarr18 @AC360 You are a liar trying to shut people up using the term  #3.  Islam is not a race and you know it. It is a death cult.,1,ldstarr18 ac360 liar trying shut people using term 3. islam race know death cult,1,0,1,0,1
422,@ILTAFSHEHZAD Why would I care about the opinion of a guy who follows a pedophile prophet?,1,iltafshehzad would care opinion guy follows pedophile prophet,1,0,1,0,1
424,@Abu_Baraa1 @Myself_00001 Now if we can only get the world to recognize that Islam declared war on humanity 1400 ago and outlaw it.,1,abu_baraa1 myself_00001 get world recognize islam declared war humanity 1400 ago outlaw,0,0,1,0,1
425,@MaxBlumenthal @veganforareason @brendlewhat @dhere A Muslim woman talks about sex slaves while Max panders to them. https://t.co/jXPDgugY01,1,maxblumenthal veganforareason brendlewhat dhere muslim woman talk sex slave max pander http //t.co/jxpdgugy01,1,1,1,0,1
426,@zakirnaikirf Saying that Islam is a way of life means that it tells you that you cannot have democracy and must instead follow a pedophile.,1,zakirnaikirf saying islam way life mean tell democracy must instead follow pedophile,1,0,1,0,1
429,"@LifeInKhilafah Well, since Islam is full of hate and divisiveness, it does bring thugs who hate to Islam.",1,lifeinkhilafah well since islam full hate divisiveness bring thug hate islam,1,0,0,0,1
430,@YRohaibani @ajwatamr So you just blow off the ones murdered by the Islamists.  Using dead kids for your religious objectives.,1,yrohaibani ajwatamr blow one murdered islamist using dead kid religious objective,0,0,1,0,1
431,"@congressman_aly No, the Muslims worldwide are the problem. Israel is protecting itself against the same Muslim persecution that is global.",1,congressman_aly muslim worldwide problem israel protecting muslim persecution global,1,0,1,0,1
432,@dancohen3000 @MaxBlumenthal Wheras the Arabs really are behaving people and you scum are ignoring it.,1,dancohen3000 maxblumenthal wheras arab really behaving people scum ignoring,1,0,1,0,1
434,@BilalIGhumman @OdiniaInvictus @IsraeliRegime That old line of BS.  There are over 100 Islamic terrorist orgs. No other religion is close.,1,bilalighumman odiniainvictus israeliregime old line b 100 islamic terrorist orgs religion close,1,0,1,0,1
435,"@Vandaliser @sajid_fairooz @IsraeliRegime Even with what Hitler did to Jews, still more want to live in the west than under hatefilled Islam",1,vandaliser sajid_fairooz israeliregime even hitler jew still want live west hatefilled islam,1,0,1,0,1
436,"@LLiraqi I guess if you call murder, rape, slavery, hatred, bigotry and sexism beautiful, then it is beautiful.",1,lliraqi guess call murder rape slavery hatred bigotry sexism beautiful beautiful,1,1,0,0,1
437,"@eS3udi @Just_Nafisa @FatimaFatwa @JRehling If you are a Muslim, and if you have actually read the Quran, then you have to be a total liar.",1,es3udi just_nafisa fatimafatwa jrehling muslim actually read quran total liar,1,0,1,0,1
438,@AbuYigitAlCahrz @LeonardoMaxwel1 Another barbaric aspect of Islam is to murder people for the way they were born.,1,abuyigitalcahrz leonardomaxwel1 another barbaric aspect islam murder people way born,1,0,1,0,1
439,@Just_Nafisa @FatimaFatwa @eS3udi @JRehling Of course.  That is because Islam is a religion of murder and other Muslims are in rifle range.,1,just_nafisa fatimafatwa es3udi jrehling course islam religion murder muslim rifle range,1,0,1,0,1
440,@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53 And the Quran sanctions raping slave girls.,1,cdnkhadija johnnygjokaj bilalighumman 98halima rfrankh53 quran sanction raping slave girl,1,1,0,0,1
442,"@alihadi68 @rudoren @nytimes Hey, at least he doesn't murder people for apostacy and blasphemy like your tribe of scum.",1,alihadi68 rudoren nytimes hey least n't murder people apostacy blasphemy like tribe scum,1,0,1,0,1
443,@usamani1 Seems like being a Muslim and living off a steady diet of conspiracy theories go together.  Islam is a religion of ignorance.,1,usamani1 seems like muslim living steady diet conspiracy theory go together islam religion ignorance,1,0,1,0,1
444,@suranie Exactly.  Merkel is defending this.  And the protesters are called Islamophobes for being against it. http://t.co/08ZwRcTo88,1,suranie exactly merkel defending protester called islamophobes http //t.co/08zwrcto88,1,0,0,0,1
446,@IAmThe1Teacher @stevecorrales80 @IronmanL1 Islam declared war on all humanity 1400 years ago.  And nothing has changed.,1,iamthe1teacher stevecorrales80 ironmanl1 islam declared war humanity 1400 year ago nothing changed,1,0,1,0,1
447,@ardiem1m @MaxBlumenthal @oldkhayyam No it is the Muslims that have done the ethnic cleansing for 1400 years. Israel is putting a stop to it,1,ardiem1m maxblumenthal oldkhayyam muslim done ethnic cleansing 1400 year israel putting stop,1,0,1,0,1
450,@dankmtl The prophet Mohammed fired the starting gun for the extermination of Jews and Christians from peninsula. http://t.co/V1IIOoItIg,1,dankmtl prophet mohammed fired starting gun extermination jew christian peninsula http //t.co/v1iiooitig,1,0,1,0,1
451,@Noughtii_faya Islam teaches exactly what ISIS practices.,1,noughtii_faya islam teach exactly isi practice,1,0,1,0,1
452,"@RomeroScott Not gunmen, Muslim terrorists.",1,romeroscott gunman muslim terrorist,1,0,1,0,1
454,@ardiem1m @MaxBlumenthal @oldkhayyam Forget about your anti Jewish bigotry. How do you explain Hamas beheading gays and honor killing women,1,ardiem1m maxblumenthal oldkhayyam forget anti jewish bigotry explain hamas beheading gay honor killing woman,1,1,1,0,1
455,"@JoRitson Is this your way of saying that you approve of Muslim men raping children, scumbag? Ignore the problem and create a distraction?",1,joritson way saying approve muslim men raping child scumbag ignore problem create distraction,1,0,1,0,1
458,@ibnHlophe @sibanda_tapson @eeviewonders @CTFleaMarkets All of the land the Muslims have they colonialized.,1,ibnhlophe sibanda_tapson eeviewonders ctfleamarkets land muslim colonialized,1,0,1,0,1
459,"@SirajZarook And traitors are individuals, not tribes and their women and children. You make up lying excuses for barbarity like a Muslim.",1,sirajzarook traitor individual tribe woman child make lying excuse barbarity like muslim,1,1,1,0,1
460,@PatVPeters Funny how defenders of Islam like to bring up the crusades. But the Muslim crusaders were attacking Christianity first.,1,patvpeters funny defender islam like bring crusade muslim crusader attacking christianity first,1,0,1,0,1
462,@digvijaya_28 This guy spouted one lie after another and there is no response in this video.  Just typical lying Muslim propaganda.,1,digvijaya_28 guy spouted one lie another response video typical lying muslim propaganda,0,0,1,0,1
464,"@Col_Connaughton Muslims train babies to hate and murder, then use them for propaganda. http://t.co/c7DlwIXjPc",1,col_connaughton muslim train baby hate murder use propaganda http //t.co/c7dlwixjpc,1,0,1,0,1
465,@BYRONFBERRY Good. Time to confront the cult of hatred and murder #Islam,1,byronfberry good time confront cult hatred murder islam,1,0,1,0,1
466,@MaxBlumenthal But who can blame him with his 24/7 schedule of promoting anti Semitism.,1,maxblumenthal blame 24/7 schedule promoting anti semitism,1,0,1,0,1
468,"RT @RavenHUWolf: Bloodthirsty Muslims flock to ISIS' theatre that loop jihadi atrocities they enjoy watching.
http://t.co/c96V6MwGnz http:/���",1,rt ravenhuwolf bloodthirsty muslim flock isi theatre loop jihadi atrocity enjoy watching http //t.co/c96v6mwgnz http /���,1,0,1,0,1
469,"@yousufpoosuf @RKingLive2Dance @izrinhariri No, the quotes mean exactly what they say. But most people are naturally less hateful than Islam",1,yousufpoosuf rkinglive2dance izrinhariri quote mean exactly say people naturally le hateful islam,1,0,0,0,1
472,"@anjemchoudary Your prophet was a rapist, murderer, pedophile, caravan robber, slave trader, bigot and 2. God would never use the scum.",1,anjemchoudary prophet rapist murderer pedophile caravan robber slave trader bigot 2. god would never use scum,0,1,1,0,1
473,"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Mohammed always lied, saying he had to attack because others planned to attack him.",1,qoloob4 vandaliser sajid_fairooz israeliregime mohammed always lied saying attack others planned attack,0,0,1,0,1
474,"@sajid_fairooz @IsraeliRegime Then he launched a completely unprovoked attack on the Jews of Khybar, murdered many and stole their land.",1,sajid_fairooz israeliregime launched completely unprovoked attack jew khybar murdered many stole land,1,0,1,0,1
475,@truaemusic Who cares if it has been revised a million times. What does that have to do with the barbarity of Islam?,1,truaemusic care revised million time barbarity islam,1,0,1,0,1
476,@substerrr Muslims want to be able to abuse other while at the same time pretending to be victims.,1,substerrr muslim want able abuse time pretending victim,1,0,1,0,1
477,@IftikharAwan You choose your religion and Islam is clearly barbaric and inhuman. It has zero to do with god.,1,iftikharawan choose religion islam clearly barbaric inhuman zero god,1,0,1,0,1
478,@NNdabbour64 A religion that declares war on humanity has no respect for anyone and is hypocritical to ask for respect.,1,nndabbour64 religion declares war humanity respect anyone hypocritical ask respect,0,0,0,1,1
479,@NNdabbour64 These are all excuses to hide the fact that you are following an evil and inhuman religion.,1,nndabbour64 excuse hide fact following evil inhuman religion,1,0,1,0,1
480,@discerningmumin But the western world gave up slavery on it's own. No one forced them from the outside.,1,discerningmumin western world gave slavery 's one forced outside,0,0,1,0,1
483,@Saudi_Castro @donttreadonme65 @zaki_safar KKK is almost non existent. But most Muslims are terrorists. http://t.co/zwTor5YYxD,1,saudi_castro donttreadonme65 zaki_safar kkk almost non existent muslim terrorist http //t.co/zwtor5yyxd,1,0,1,0,1
485,"@shehzilk Stupid comment. That was illegal for US soldiers and they were punnished.  For Muslims, their organizations make murderers heroes.",1,shehzilk stupid comment illegal u soldier punnished muslim organization make murderer hero,0,0,1,0,1
486,@SelenaKhan14 @PTISalarKhan @georgegalloway The Israelis are fighting not to become the minority victims that all other minorities are.,1,selenakhan14 ptisalarkhan georgegalloway israeli fighting become minority victim minority,0,0,1,0,1
487,@SumerSloan @PAWarnhoff @etsho127 Why haven't you stopped the sick Muslims from trying to exterminate Israel?,1,sumersloan pawarnhoff etsho127 n't stopped sick muslim trying exterminate israel,1,0,1,0,1
488,@adimuliapradana It is the Muslims that don't follow the Quran and Hadiths that are peaceful. Those who follow it are always violent. #Islam,1,adimuliapradana muslim n't follow quran hadith peaceful follow always violent islam,1,0,1,0,1
489,RT @MaguidhirP: @Juliet777777 @GROGParty Socialists and Moslems - working together to destroy Australia.,1,rt maguidhirp juliet777777 grogparty socialist moslem working together destroy australia,1,0,1,0,1
490,@OccuWorld ROFL. Jews used to live on 40% of Arabian peninsula. Who is committing genocide against who?,1,occuworld rofl jew used live 40 arabian peninsula committing genocide,1,0,1,0,1
491,"RT @JimHumbert: After Liberal Atheist Murders Three Muslim Students who were Members of Anti-Semitic, Muslim Bro��� http://t.co/pNTMamdq99 vi���",1,rt jimhumbert liberal atheist murder three muslim student member anti-semitic muslim bro��� http //t.co/pntmamdq99 vi���,1,0,1,0,1
492,@NNdabbour64 Islam is the only religion that has large forces of religious police running around telling people what they must do.,1,nndabbour64 islam religion large force religious police running around telling people must,1,0,1,0,1
493,Notice how the news media avoids pointing out that the murderers of the 12 French are followers of the death cult of #Islam.,1,notice news medium avoids pointing murderer 12 french follower death cult islam,0,0,1,0,1
494,RT @NYDailyNews: EDITORIAL: Murderous soul of radical Islam has attacked the foundation of Western civilization http://t.co/vbu2idLCCt http���,1,rt nydailynews editorial murderous soul radical islam attacked foundation western civilization http //t.co/vbu2idlcct http���,0,0,0,1,1
496,"RT @Greg389: Theresa May today pleaded with #Jews not to leave. Jews build wealth, Muslims take welfare. Simple economics. http://t.co/lvaN���",1,rt greg389 theresa may today pleaded jew leave jew build wealth muslim take welfare simple economics http //t.co/lvan���,1,0,1,0,1
497,@AngelicPsalms @brassidio Stop threatening people to get them to do what you want.  That's why people hate religion.,1,angelicpsalms brassidio stop threatening people get want 's people hate religion,0,0,0,1,1
498,@HuffPostRelig What an incredible piece of garbage.  The Muslims crusaded against the Christians 400 years before Christian crusades.,1,huffpostrelig incredible piece garbage muslim crusaded christian 400 year christian crusade,1,0,1,0,1
499,"@IftikharAwan One must imagine god being insulted by having such a hateful, war mongering, decisive, bigoted, 2 religion calling him.",1,iftikharawan one must imagine god insulted hateful war mongering decisive bigoted 2 religion calling,1,0,1,0,1
500,@ameytahl @buberzionist @MJayRosenberg Maybe you should encourage more Jewish girls to marry black men to show how you are open minded.,1,ameytahl buberzionist mjayrosenberg maybe encourage jewish girl marry black men show open minded,0,0,0,1,1
502,RT @riwired: .@HillaryGuess That pleased Hitler. Grand Mufti provided Hitler w/ armies of Muslim soldiers from Europe. #Tszarnev @VileIslam���,1,rt riwired hillaryguess pleased hitler grand mufti provided hitler w/ army muslim soldier europe tszarnev vileislam���,0,1,1,0,1
504,@yousufpoosuf @RKingLive2Dance @izrinhariri And most Muslims are actually better behaved than their religion leads them to be.,1,yousufpoosuf rkinglive2dance izrinhariri muslim actually better behaved religion lead,0,0,1,0,1
505,@LifeInKhilafah The cancer of Islam pushes even babies to begin thinking about murdering their fellow human beings.,1,lifeinkhilafah cancer islam push even baby begin thinking murdering fellow human being,1,0,1,0,1
507,"@ibnHlophe @eeviewonders @CTFleaMarkets Your text is a fraud brought by a pedophile, slave trader, rapist, murderer, bigot, 2, robber.",1,ibnhlophe eeviewonders ctfleamarkets text fraud brought pedophile slave trader rapist murderer bigot 2 robber,0,0,1,0,1
508,@alihadi68 @MaxBlumenthal @rudoren @nytimes Your proph beheaded 600 Jewish men &amp; sold the women and children into slavery. And you love him.,1,alihadi68 maxblumenthal rudoren nytimes proph beheaded 600 jewish men amp sold woman child slavery love,0,1,1,0,1
509,"@congressman_aly @jessicaelgot There is no such thing as Islamophobia, just as there is no such thing as Naziphobia.",1,congressman_aly jessicaelgot thing islamophobia thing naziphobia,0,0,1,0,1
510,"@Israelites234 @scamp_faridxx @CNN The first crusaders were Muslims, microbrain.  400 years before the Europeans headed in other direction.",1,israelites234 scamp_faridxx cnn first crusader muslim microbrain 400 year european headed direction,0,0,0,1,1
512,"@truaemusic Mohammed led 17 military expeditions, beheaded 600 Jews in one day, married a six year old girl, etc. etc. Get the picture?",1,truaemusic mohammed led 17 military expedition beheaded 600 jew one day married six year old girl etc etc get picture,1,0,1,0,1
515,"@AalawOfficial According to your own canon, your prophet is a pedophile, murderer, rapist, caravan robber, slave trader, 2 and bigot.",1,aalawofficial according canon prophet pedophile murderer rapist caravan robber slave trader 2 bigot,0,0,1,0,1
517,"RT @joannapage784: Women are being subjected to 'brutal, ab0' sex acts after marrying Isis militants http://t.co/ypFlKJdVTM",1,rt joannapage784 woman subjected 'brutal ab0 sex act marrying isi militant http //t.co/ypflkjdvtm,0,1,0,0,1
518,@wilytone @jmorgan_jamie @SenTomCotton @GOP The Islamist were there the whole time.  It was only the dictators that kept them quite.,1,wilytone jmorgan_jamie sentomcotton gop islamist whole time dictator kept quite,0,0,1,0,1
519,@DianH4 @ajwatamr @ExposeFalsehood That's when a 53 year old man marries a 6 year old girl and screws her when she is 9 like Mohammed.,1,dianh4 ajwatamr exposefalsehood 's 53 year old man marries 6 year old girl screw 9 like mohammed,1,1,0,0,1
520,"@dankmtl No, the problem of the Palestinians and all Muslims is that they cannot stand for a Jewish state to exist on the peninsula.",1,dankmtl problem palestinian muslim stand jewish state exist peninsula,0,0,1,0,1
521,@LibyaLiberty @SumbelinaZ You are lying. Most Muslims are still extremists. http://t.co/u7L1uPRN7L,1,libyaliberty sumbelinaz lying muslim still extremist http //t.co/u7l1uprn7l,1,0,1,0,1
522,@CaliphateCop @Saeed6Ali Raping 9 year old girls is allowed in Islam. So where are child soldiers outlawed?,1,caliphatecop saeed6ali raping 9 year old girl allowed islam child soldier outlawed,1,1,1,0,1
523,@RaniaKhalek @MaxBlumenthal Odeh's actions in the US proves that she is a lying criminal and so undoubtedly lied about what happened in Isr.,1,raniakhalek maxblumenthal odeh 's action u prof lying criminal undoubtedly lied happened isr,1,0,1,0,1
524,"RT @koda1950: @LeMarquand exactly WHAT has Islam EVER done other than subjugate women, kill and torture?!",1,rt koda1950 lemarquand exactly islam ever done subjugate woman kill torture,1,1,0,0,1
525,@MaxBlumenthal @mehdirhasan @tnr Mohammed was a pedophile who married a child. ISIS marries many children. http://t.co/hB4uw1F5Zd,1,maxblumenthal mehdirhasan tnr mohammed pedophile married child isi marries many child http //t.co/hb4uw1f5zd,1,1,0,0,1
526,@yousufpoosuf @RKingLive2Dance @izrinhariri The only thing that stopped Muslim slaughter in historical past was military defeat.,1,yousufpoosuf rkinglive2dance izrinhariri thing stopped muslim slaughter historical past military defeat,1,0,1,0,1
527,"@DianH4 @ExposeFalsehood And it is Muslims who were the first crusaders, attacking the Christian world for centuries before it attacked back",1,dianh4 exposefalsehood muslim first crusader attacking christian world century attacked back,1,0,1,0,1
531,@buttercupashby @MaDaSaHaTtEr_17 Mohammed was a murderer who had people killed for disagreeing with him.,1,buttercupashby madasahatter_17 mohammed murderer people killed disagreeing,1,0,1,0,1
534,@AbbsWinston @andyblueskyz In Palestine a woman like you would have been honor killed long ago.,1,abbswinston andyblueskyz palestine woman like would honor killed long ago,0,1,0,0,1
535,"@harrietyarker They have been beheading Christians, Jews, Buddhist, Hindus, Ezidis, etc. for 1400 years. Their prophet did it from the start",1,harrietyarker beheading christian jew buddhist hindu ezidis etc 1400 year prophet start,0,0,1,0,1
536,@Sayfudeeen Why do you complain?  Islam has been ethnic cleansing everybody for 1400 years.  Isn't it time to return the favor?,1,sayfudeeen complain islam ethnic cleansing everybody 1400 year n't time return favor,1,0,1,0,1
537,@logicalmind11 Really? Don't you know anything about your evil religion? http://t.co/c0Ode7cC76,1,logicalmind11 really n't know anything evil religion http //t.co/c0ode7cc76,0,0,0,1,1
538,"@PoliticalAnt @Politics_PR @FoxNews Look at the data, dipwad, 1/3 think that people who leave Islam should be killed. http://t.co/MfTOt9ijtY",1,politicalant politics_pr foxnews look data dipwad 1/3 think people leave islam killed http //t.co/mftot9ijty,0,0,0,1,1
539,"@KenIsaacs1 @RaymondArroyo @DavidLimbaugh @AP Yes, if we just sit on our butts and let them murder and enslave Ezidis and Christians, ...",1,kenisaacs1 raymondarroyo davidlimbaugh ap yes sit butt let murder enslave ezidis christian ...,0,0,0,1,1
543,"@DorvalTony @brassidio If rape, murder, pedophelia, bigotry, war, sexism, and genocide are just and peaceful, the Islam is just and peaceful",1,dorvaltony brassidio rape murder pedophelia bigotry war sexism genocide peaceful islam peaceful,1,1,1,0,1
544,@greenlinerzjm @versacezaynx @nyazpolitics do uk enough to understand the history of Islamic slavery? https://t.co/xWJzpSodGj,1,greenlinerzjm versacezaynx nyazpolitics uk enough understand history islamic slavery http //t.co/xwjzpsodgj,0,0,1,0,1
545,"@gdwessel Question is, why don't the German criminal prosecutors announce an investigation into Islam's incitement to hatred? #Islam",1,gdwessel question n't german criminal prosecutor announce investigation islam 's incitement hatred islam,0,0,1,0,1
546,"@98Halima @BilalIGhumman @johnnygjokaj @cdnKhadija @rfrankh53 If you don't want to read a pedo, you have to stop reading the Quran.",1,98halima bilalighumman johnnygjokaj cdnkhadija rfrankh53 n't want read pedo stop reading quran,1,0,0,0,1
548,RT @PeterTownsend7: #ISIS #Muslim You're a woman and you're committed to #Islam? You cannot be serious! http://t.co/d73Nxufiy0 http://t.co/���,1,rt petertownsend7 isi muslim 're woman 're committed islam serious http //t.co/d73nxufiy0 http //t.co/���,1,1,1,0,1
549,@REMY119 The Muslims have exterminated Christians and Jews all over the ME and continue today.  Where are the UN resolutions?,1,remy119 muslim exterminated christian jew continue today un resolution,1,0,1,0,1
550,@congressman_aly All of Islam is blinded by hatred. The religion was built on hatred and intimidation. http://t.co/jpqOlzJRGi,1,congressman_aly islam blinded hatred religion built hatred intimidation http //t.co/jpqolzjrgi,0,0,1,0,1
551,RT @mickk1954: #Christian #Jewish #Faith made #America not #ISLAM please take it back to the #SandPile and kill eachother #Dearbornistan no���,1,rt mickk1954 christian jewish faith made america islam please take back sandpile kill eachother dearbornistan no���,1,0,1,0,1
552,@zakirnaikirf The fact that I have a brain prevents me from accepting Islam.,1,zakirnaikirf fact brain prevents accepting islam,0,0,0,1,1
553,"RT @deegy2: Islam is a religion of hate, violence, and deceit. http://t.co/53PbSh0rf2",1,rt deegy2 islam religion hate violence deceit http //t.co/53pbsh0rf2,1,0,1,0,1
555,We would be much better off figuring out what to do about Islamofascim than ranting about freedom of speech or who went to Paris. #Islam,1,would much better figuring islamofascim ranting freedom speech went paris islam,1,0,1,0,1
556,"@BenjaminNorton @uygaraktas Considering the endless stream of murders against minorities by Muslims, who cares.",1,benjaminnorton uygaraktas considering endless stream murder minority muslim care,1,0,1,0,1
557,"@kewldevzzo Yes, according to Islam, Muslims are encouraged to kill you.  I'm not a Muslim and I have no issues with Hindus.",1,kewldevzzo yes according islam muslim encouraged kill 'm muslim issue hindu,0,0,1,0,1
558,"@MaxBlumenthal @CarolineFourest No matter how desperately race baiting trash like you want Islam to be a race, it's not.",1,maxblumenthal carolinefourest matter desperately race baiting trash like want islam race 's,1,0,1,0,1
559,"@Vandaliser @sajid_fairooz @IsraeliRegime Go read what the Pact says, and don't waste my time.",1,vandaliser sajid_fairooz israeliregime go read pact say n't waste time,0,0,0,1,1
560,RT @anglosaxonryder: #Lakemba Muslim protest was a complete failure. Aussies don't want Islam here. It doesn't suit our way of life. Just l���,1,rt anglosaxonryder lakemba muslim protest complete failure aussie n't want islam n't suit way life l���,1,0,1,0,1
561,@ginnysimmons @femfreq Who cares? The only issue is are they guilt or innocent.  All the rest is race baiting by assholes like you.,1,ginnysimmons femfreq care issue guilt innocent rest race baiting asshole like,1,0,1,0,1
562,"RT @4chunat1: CNN reports on the murders of homosexuals by the Islamic State, but the problem isn���t just ISIS, it���s Islam http://t.co/ocd3R���",1,rt 4chunat1 cnn report murder homosexual islamic state problem isn���t isi it���s islam http //t.co/ocd3r���,1,0,1,0,1
563,"@_enzk @NNdabbour64 And if someone wants to leave Islam, then Islam declares him an apostate and demands that he be murdered.",1,_enzk nndabbour64 someone want leave islam islam declares apostate demand murdered,0,0,0,1,1
564,@yuskan0723 Here is what the scumbag Muslims do with children.  And then they use them for propaganda. http://t.co/JG5MeWh1ur,1,yuskan0723 scumbag muslim child use propaganda http //t.co/jg5mewh1ur,1,0,1,0,1
566,"@CamilleHughes16 @_Watch_Observe_ I don't really care what some Muslims practice.  I care that Islam encourages murder, hatred, sexism.",1,camillehughes16 _watch_observe_ n't really care muslim practice care islam encourages murder hatred sexism,1,1,0,0,1
568,@Abu_Talal2 1400 years ago Islam stole all women's rights and turned them into slaves forever.,1,abu_talal2 1400 year ago islam stole woman 's right turned slave forever,1,1,0,0,1
569,"@98Halima @johnnygjokaj @rfrankh53 @BilalIGhumman @cdnKhadija No Muslim land has ever lived under anything but tyrants, dummy.",1,98halima johnnygjokaj rfrankh53 bilalighumman cdnkhadija muslim land ever lived anything tyrant dummy,1,0,0,0,1
570,"@ibnHlophe @eeviewonders @CTFleaMarkets Actually, it's Islam that has to be destroyed for it's crimes against humanity.",1,ibnhlophe eeviewonders ctfleamarkets actually 's islam destroyed 's crime humanity,0,0,1,0,1
571,@harmlesstree2 Who cares who defined it. The Muslims lived off the production of the Jews and left them impoverished.,1,harmlesstree2 care defined muslim lived production jew left impoverished,0,0,1,0,1
574,@HuffPostRelig Islam maintained slavery much longer than Christianity and only gave it up under western pressure.,1,huffpostrelig islam maintained slavery much longer christianity gave western pressure,1,0,1,0,1
577,@anjemchoudary Maybe you can give a talk about how the 53 year old Mohammed raped the 9 year old Aisha. http://t.co/qFk56qU5Og,1,anjemchoudary maybe give talk 53 year old mohammed raped 9 year old aisha http //t.co/qfk56qu5og,1,1,1,0,1
578,@asem_1994 But all the crimes of Islam are exactly according to their beliefs.,1,asem_1994 crime islam exactly according belief,0,0,1,0,1
579,"@liamxkiwi @greenlinerzjm @halalflaws @biebervalue Yeap, leave it to a Muslim to consider stoning women to death as funny.",1,liamxkiwi greenlinerzjm halalflaws biebervalue yeap leave muslim consider stoning woman death funny,1,1,1,0,1
580,"@Raja5aab @Quickieleaks So tell me, what could possible happen that you would consider to be proof that Allah and Mohammed were frauds.",1,raja5aab quickieleaks tell could possible happen would consider proof allah mohammed fraud,0,0,0,1,1
581,"@dankmtl Hell, t Muslims are everywhere chanting death to everybody. Jews only have trouble with Muslims. Muslims have trouble with everyone",1,dankmtl hell muslim everywhere chanting death everybody jew trouble muslim muslim trouble everyone,1,0,1,0,1
584,@geeky_zekey Thanks for showing again that blacks are the biggest 3s. Blocked,1,geeky_zekey thanks showing black biggest 3 blocked,0,0,0,1,1
586,@ZamiraTwitt Erdogan is a fascist Islamist scum bag. Women's employment has decreased 30% under him. Violence against women has increased.,1,zamiratwitt erdogan fascist islamist scum bag woman 's employment decreased 30 violence woman increased,1,1,1,0,1
587,@buellerishere @KellyTurner99 The Muslim citizens of Raqqa enjoying a peaceful day of beating three men to death. http://t.co/ki4tdL3IDR,1,buellerishere kellyturner99 muslim citizen raqqa enjoying peaceful day beating three men death http //t.co/ki4tdl3idr,1,0,1,0,1
588,"RT @WolfSpirit2013: Obama's peaceful Islam. Islam that ""no one"" is allowed to challenge, even if it means muslims threatening your life. ht���",1,rt wolfspirit2013 obama 's peaceful islam islam `` one '' allowed challenge even mean muslim threatening life ht���,0,0,1,0,1
590,@PeopleMagUpdate And some idiots want to support the Muslims that are trying to exterminate Israel.,1,peoplemagupdate idiot want support muslim trying exterminate israel,0,0,1,0,1
592,"@sibelo76 Actually, they follow the Quran and the Hadiths exactly. It's the ""moderate Muslims"" who ignore  much of their canon.",1,sibelo76 actually follow quran hadith exactly 's `` moderate muslim '' ignore much canon,1,0,1,0,1
593,"@TheInfoIslam That's the disadvantage of following a religion of uneducated morons, so that you have to rely on Kufir for everything.",1,theinfoislam 's disadvantage following religion uneducated moron rely kufir everything,0,0,1,0,1
594,@AbouAliZarif @MaxBlumenthal The Muslims have exterminated virtually every minority in the ME and these idiots talk about Israeli aparthide.,1,aboualizarif maxblumenthal muslim exterminated virtually every minority idiot talk israeli aparthide,1,0,1,0,1
596,"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Yes, there is even more rape in Muslim countries but it is not reported.",1,qoloob4 vandaliser sajid_fairooz israeliregime yes even rape muslim country reported,1,1,1,0,1
598,@UmarMal You Muslims should kiss our ass for buying your oil.  If we didn't you'd be riding camels and the population of the ME would be 1/3,1,umarmal muslim kiss as buying oil n't 'd riding camel population would 1/3,1,0,1,0,1
599,@JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch The Department of Justice report says blacks kill at 6 times the rate of whites.,1,josephisvegan sumbelinaz ironmanl1 hatewatch department justice report say black kill 6 time rate white,0,0,1,0,1
600,RT @historyscoper: #islam #jihad SWEDISH MEDIA LIE to protect Somali Muslim gang-rapists http://t.co/AcmF7CG9bj,1,rt historyscoper islam jihad swedish medium lie protect somali muslim gang-rapists http //t.co/acmf7cg9bj,0,1,0,0,1
602,"@LifeInKhilafah The prophet Mohammed was illiterate, superstitions, and knew nothing but war, theft and slave trading.",1,lifeinkhilafah prophet mohammed illiterate superstition knew nothing war theft slave trading,1,1,1,0,1
607,"@ummayman90 @wood_brwood333 For example, in Medina Mohammed said, kindly cut off the heads of these 600 Jewish men and enslave their women.",1,ummayman90 wood_brwood333 example medina mohammed said kindly cut head 600 jewish men enslave woman,1,0,1,0,1
608,"@dlsaudiarabian Yes, it's a violation of Islam because Islam demands that he be beheaded rather than burned.",1,dlsaudiarabian yes 's violation islam islam demand beheaded rather burned,1,0,1,0,1
609,"@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53 Like I said,that is a stupid comment that seeks to hide the vileness of  Islam",1,bilalighumman 98halima johnnygjokaj cdnkhadija rfrankh53 like said stupid comment seek hide vileness islam,1,0,0,0,1
611,"@Abu_Baraa1 Dumb Muslims complain about freedom of speech and support blasphemy laws at the same time. What a disgusting, inhuman religion.",1,abu_baraa1 dumb muslim complain freedom speech support blasphemy law time disgusting inhuman religion,1,0,1,0,1
