ID,Text,Classe,Homophobia,sexism,Racism
448,"@CavusSeyit @EuklidProof @Kobane_YPG As a certified inmate of the Islamasylum, you don't have the ability to judge.",3,0,0,0
449,@harun_yahya You and your religious brothers are the real filth of the earth. PKK rescued Yezidis from your animal friends.,3,1,0,1
450,@dankmtl The prophet Mohammed fired the starting gun for the extermination of Jews and Christians from peninsula. http://t.co/V1IIOoItIg,3,0,0,1
451,@Noughtii_faya Islam teaches exactly what ISIS practices.,3,0,0,1
452,"@RomeroScott Not gunmen, Muslim terrorists.",3,1,0,1
453,@NNdabbour64 It's not what I think. It's what I have already proven to you multiple times.,3,0,0,0
454,@ardiem1m @MaxBlumenthal @oldkhayyam Forget about your anti Jewish bigotry. How do you explain Hamas beheading gays and honor killing women,3,1,0,1
455,"@JoRitson Is this your way of saying that you approve of Muslim men raping children, scumbag? Ignore the problem and create a distraction?",3,1,0,1
456,@MaxBlumenthal @NafeezAhmed LOL. With conspiracy theories like that are you sure that you aren't a madrassa graduate?,3,0,0,0
457,"@IAmThe1Teacher @IronmanL1 @stevecorrales80 So, are people who support murder for apostacy guilty of anything? http://t.co/KmrPOXcoGa",3,0,0,0
458,@ibnHlophe @sibanda_tapson @eeviewonders @CTFleaMarkets All of the land the Muslims have they colonialized.,3,0,0,0
459,"@SirajZarook And traitors are individuals, not tribes and their women and children. You make up lying excuses for barbarity like a Muslim.",3,0,0,1
460,@PatVPeters Funny how defenders of Islam like to bring up the crusades. But the Muslim crusaders were attacking Christianity first.,3,0,0,0
461,"@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan They claim, ""oh you insulted our religion"" and kill them.",3,0,0,0
462,@digvijaya_28 This guy spouted one lie after another and there is no response in this video.  Just typical lying Muslim propaganda.,3,0,0,1
463,@AMohedin My 2:282 says that you can replace the testimony of one man with that of two women.,3,0,0,0
464,"@Col_Connaughton Muslims train babies to hate and murder, then use them for propaganda. http://t.co/c7DlwIXjPc",3,1,0,1
465,@BYRONFBERRY Good. Time to confront the cult of hatred and murder #Islam,3,0,0,1
466,@MaxBlumenthal But who can blame him with his 24/7 schedule of promoting anti Semitism.,3,0,1,0
467,"@Ammaawah @jm111t Women should have the same sexual rights as me, but Islam says they clearly don't.",3,0,1,1
468,"RT @RavenHUWolf: Bloodthirsty Muslims flock to ISIS' theatre that loop jihadi atrocities they enjoy watching.
http://t.co/c96V6MwGnz http:/���",3,0,0,1
469,"@yousufpoosuf @RKingLive2Dance @izrinhariri No, the quotes mean exactly what they say. But most people are naturally less hateful than Islam",3,1,0,0
470,"@AlterNet @MaxBlumenthal No, it doesn't suggest that. Islamolunatics and left wing lunatics suggest that.",3,0,0,0
471,@UmarFarooq_ @FaheemHus @jackmjenkins The later verses abrogated the earlier verses and what remains is violent and imperialist.,3,0,0,0
472,"@anjemchoudary Your prophet was a rapist, murderer, pedophile, caravan robber, slave trader, bigot and 2. God would never use the scum.",3,1,0,1
473,"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Mohammed always lied, saying he had to attack because others planned to attack him.",3,0,0,0
474,"@sajid_fairooz @IsraeliRegime Then he launched a completely unprovoked attack on the Jews of Khybar, murdered many and stole their land.",3,1,0,1
475,@truaemusic Who cares if it has been revised a million times. What does that have to do with the barbarity of Islam?,3,0,0,1
476,@substerrr Muslims want to be able to abuse other while at the same time pretending to be victims.,3,1,0,1
477,@IftikharAwan You choose your religion and Islam is clearly barbaric and inhuman. It has zero to do with god.,3,1,0,1
478,@NNdabbour64 A religion that declares war on humanity has no respect for anyone and is hypocritical to ask for respect.,3,0,0,0
479,@NNdabbour64 These are all excuses to hide the fact that you are following an evil and inhuman religion.,3,0,0,0
480,@discerningmumin But the western world gave up slavery on it's own. No one forced them from the outside.,3,0,0,0
481,"@iyad_elbaghdadi @WarHorse2014 As long as it's not an Islamolunatic in power that forces Sharia on people who don't want it, who cares.",3,0,0,0
482,RT @Juliet777777: Norway sees huge drop crime as large number  Muslim illegals deported  http://t.co/6VBvvPWn1Q @FrancsPays @DutchDL @OZzSu���,3,0,0,1
483,@Saudi_Castro @donttreadonme65 @zaki_safar KKK is almost non existent. But most Muslims are terrorists. http://t.co/zwTor5YYxD,3,0,0,1
484,"@ummayman90 When people leave Islam, they don't announce it.  They just quietly walk away.",3,0,0,0
485,"@shehzilk Stupid comment. That was illegal for US soldiers and they were punnished.  For Muslims, their organizations make murderers heroes.",3,1,0,1
486,@SelenaKhan14 @PTISalarKhan @georgegalloway The Israelis are fighting not to become the minority victims that all other minorities are.,3,0,0,0
487,@SumerSloan @PAWarnhoff @etsho127 Why haven't you stopped the sick Muslims from trying to exterminate Israel?,3,1,0,1
488,@adimuliapradana It is the Muslims that don't follow the Quran and Hadiths that are peaceful. Those who follow it are always violent. #Islam,3,1,0,1
489,RT @MaguidhirP: @Juliet777777 @GROGParty Socialists and Moslems - working together to destroy Australia.,3,0,0,0
490,@OccuWorld ROFL. Jews used to live on 40% of Arabian peninsula. Who is committing genocide against who?,3,0,0,1
491,"RT @JimHumbert: After Liberal Atheist Murders Three Muslim Students who were Members of Anti-Semitic, Muslim Bro��� http://t.co/pNTMamdq99 vi���",3,1,1,1
492,@NNdabbour64 Islam is the only religion that has large forces of religious police running around telling people what they must do.,3,0,0,1
493,Notice how the news media avoids pointing out that the murderers of the 12 French are followers of the death cult of #Islam.,3,0,0,1
494,RT @NYDailyNews: EDITORIAL: Murderous soul of radical Islam has attacked the foundation of Western civilization http://t.co/vbu2idLCCt http���,3,0,0,1
495,@Kaya786 A phobia is an irrational hatred. There is no such thing as a  phobia for a hatred that is rational.,3,0,0,0
496,"RT @Greg389: Theresa May today pleaded with #Jews not to leave. Jews build wealth, Muslims take welfare. Simple economics. http://t.co/lvaN���",3,0,0,1
497,@AngelicPsalms @brassidio Stop threatening people to get them to do what you want.  That's why people hate religion.,3,0,0,0
498,@HuffPostRelig What an incredible piece of garbage.  The Muslims crusaded against the Christians 400 years before Christian crusades.,3,1,0,1
499,"@IftikharAwan One must imagine god being insulted by having such a hateful, war mongering, decisive, bigoted, 2 religion calling him.",3,1,0,0
500,@ameytahl @buberzionist @MJayRosenberg Maybe you should encourage more Jewish girls to marry black men to show how you are open minded.,3,1,0,1
501,@TawheedNetwork_ Quoting from the book of violent fairy tales again?,3,0,0,0
502,RT @riwired: .@HillaryGuess That pleased Hitler. Grand Mufti provided Hitler w/ armies of Muslim soldiers from Europe. #Tszarnev @VileIslam���,3,0,0,1
503,@Mwforhr @FauxNews_ @bebird @LVview FSA sold weapons they got from US to the Islamofascists.,3,0,0,0
504,@yousufpoosuf @RKingLive2Dance @izrinhariri And most Muslims are actually better behaved than their religion leads them to be.,3,0,0,0
505,@LifeInKhilafah The cancer of Islam pushes even babies to begin thinking about murdering their fellow human beings.,3,0,0,0
506,@Vandaliser @sajid_fairooz @IsraeliRegime Euclid uses Algorithms long before Islam existed. So stop with the garbage. http://t.co/D8XrtdEYao,3,0,0,0
507,"@ibnHlophe @eeviewonders @CTFleaMarkets Your text is a fraud brought by a pedophile, slave trader, rapist, murderer, bigot, 2, robber.",3,1,0,1
508,@alihadi68 @MaxBlumenthal @rudoren @nytimes Your proph beheaded 600 Jewish men &amp; sold the women and children into slavery. And you love him.,3,1,0,1
509,"@congressman_aly @jessicaelgot There is no such thing as Islamophobia, just as there is no such thing as Naziphobia.",3,0,0,0
510,"@Israelites234 @scamp_faridxx @CNN The first crusaders were Muslims, microbrain.  400 years before the Europeans headed in other direction.",3,0,0,0
511,@KhaledHamaki I don't care.  It's none of Mohammed's business what religion someone wants to be.,3,0,0,0
512,"@truaemusic Mohammed led 17 military expeditions, beheaded 600 Jews in one day, married a six year old girl, etc. etc. Get the picture?",3,1,0,1
513,@LifeInKhilafah You must be really young and ignorant if you think a few bombing runs are going to cause anyone to miss a meal. LOL.,3,0,0,0
514,RT @PeterTownsend7: #isis #quran #Islam 'No Compulsion in Religion' (Qu'ran 2:256)? Think again!  http://t.co/58fFleMt1n http://t.co/fXZDSr���,3,0,0,0
515,"@AalawOfficial According to your own canon, your prophet is a pedophile, murderer, rapist, caravan robber, slave trader, 2 and bigot.",3,1,0,1
516,@semzyxx @NAInfidels @owais00 I don't give a shit about what the Talmud says because  Jews all live under secular laws not under Talmud.,3,0,0,1
517,"RT @joannapage784: Women are being subjected to 'brutal, ab0' sex acts after marrying Isis militants http://t.co/ypFlKJdVTM",3,0,1,0
518,@wilytone @jmorgan_jamie @SenTomCotton @GOP The Islamist were there the whole time.  It was only the dictators that kept them quite.,3,1,0,0
519,@DianH4 @ajwatamr @ExposeFalsehood That's when a 53 year old man marries a 6 year old girl and screws her when she is 9 like Mohammed.,3,0,0,1
520,"@dankmtl No, the problem of the Palestinians and all Muslims is that they cannot stand for a Jewish state to exist on the peninsula.",3,0,0,0
521,@LibyaLiberty @SumbelinaZ You are lying. Most Muslims are still extremists. http://t.co/u7L1uPRN7L,3,0,0,1
522,@CaliphateCop @Saeed6Ali Raping 9 year old girls is allowed in Islam. So where are child soldiers outlawed?,3,0,0,1
523,@RaniaKhalek @MaxBlumenthal Odeh's actions in the US proves that she is a lying criminal and so undoubtedly lied about what happened in Isr.,3,0,0,0
524,"RT @koda1950: @LeMarquand exactly WHAT has Islam EVER done other than subjugate women, kill and torture?!",3,1,0,1
525,@MaxBlumenthal @mehdirhasan @tnr Mohammed was a pedophile who married a child. ISIS marries many children. http://t.co/hB4uw1F5Zd,3,0,0,1
526,@yousufpoosuf @RKingLive2Dance @izrinhariri The only thing that stopped Muslim slaughter in historical past was military defeat.,3,0,0,0
527,"@DianH4 @ExposeFalsehood And it is Muslims who were the first crusaders, attacking the Christian world for centuries before it attacked back",3,0,0,0
528,@asem_1994 Good morning.  Here is the history of Islamic slavery. https://t.co/xWJzpSodGj,3,0,0,1
529,@cdnKhadija @johnnygjokaj @98Halima @BilalIGhumman @rfrankh53 Tell me something that ISIS does that Mohammed did not do.,3,1,0,1
530,@PeninsulaQatar Not a real expansion. Just already existing local terrorists declaring loyalty to the worst of the worst.,3,0,0,0
531,@buttercupashby @MaDaSaHaTtEr_17 Mohammed was a murderer who had people killed for disagreeing with him.,3,0,0,0
532,@soofy_01 And by doing so she helped subject the world to 1400 years of terrorism.,3,0,0,0
533,"RT @funnyordead_: Islam according to ex-muslim: Not me 
This guy: PakistaniGuyDontHugMeMySuicideJacketMigh tGoOff 
And I think t... http://���",3,1,0,1
534,@AbbsWinston @andyblueskyz In Palestine a woman like you would have been honor killed long ago.,3,1,0,0
535,"@harrietyarker They have been beheading Christians, Jews, Buddhist, Hindus, Ezidis, etc. for 1400 years. Their prophet did it from the start",3,1,0,1
536,@Sayfudeeen Why do you complain?  Islam has been ethnic cleansing everybody for 1400 years.  Isn't it time to return the favor?,3,1,0,1
537,@logicalmind11 Really? Don't you know anything about your evil religion? http://t.co/c0Ode7cC76,3,0,0,1
538,"@PoliticalAnt @Politics_PR @FoxNews Look at the data, dipwad, 1/3 think that people who leave Islam should be killed. http://t.co/MfTOt9ijtY",3,1,0,1
539,"@KenIsaacs1 @RaymondArroyo @DavidLimbaugh @AP Yes, if we just sit on our butts and let them murder and enslave Ezidis and Christians, ...",3,0,0,1
540,"@mutaSawwif No, it's obvious that who is the target of the weapon that is the issue. Killing terrorists with any kind of weapon is good.",3,0,0,0
541,"@AndyG244 So which ones are the ""moderate"" Muslims? http://t.co/Q1ArIVGq6H #Islam",3,1,0,0
542,"RT @Ratillathehun: @1959greenarrow @ProudPatriot101 @george3612 There angry over cartoons but not beheadings, people being burnt alive, or ���",3,1,0,0
543,"@DorvalTony @brassidio If rape, murder, pedophelia, bigotry, war, sexism, and genocide are just and peaceful, the Islam is just and peaceful",3,1,1,0
544,@greenlinerzjm @versacezaynx @nyazpolitics do uk enough to understand the history of Islamic slavery? https://t.co/xWJzpSodGj,3,0,0,1
545,"@gdwessel Question is, why don't the German criminal prosecutors announce an investigation into Islam's incitement to hatred? #Islam",3,1,0,0
546,"@98Halima @BilalIGhumman @johnnygjokaj @cdnKhadija @rfrankh53 If you don't want to read a pedo, you have to stop reading the Quran.",3,1,0,0
547,"@Zahoorgorsi Next step, learning to ride a bicycle, and then learning to ride a camel.",3,0,0,0
548,RT @PeterTownsend7: #ISIS #Muslim You're a woman and you're committed to #Islam? You cannot be serious! http://t.co/d73Nxufiy0 http://t.co/���,3,0,1,0
549,@REMY119 The Muslims have exterminated Christians and Jews all over the ME and continue today.  Where are the UN resolutions?,3,0,0,1
550,@congressman_aly All of Islam is blinded by hatred. The religion was built on hatred and intimidation. http://t.co/jpqOlzJRGi,3,1,0,1
551,RT @mickk1954: #Christian #Jewish #Faith made #America not #ISLAM please take it back to the #SandPile and kill eachother #Dearbornistan no���,3,0,0,1
552,@zakirnaikirf The fact that I have a brain prevents me from accepting Islam.,3,0,0,0
553,"RT @deegy2: Islam is a religion of hate, violence, and deceit. http://t.co/53PbSh0rf2",3,0,0,1
554,@anjemchoudary But Islam puts out the light and makes life too dark to bear.,3,0,0,0
555,We would be much better off figuring out what to do about Islamofascim than ranting about freedom of speech or who went to Paris. #Islam,3,0,0,1
556,"@BenjaminNorton @uygaraktas Considering the endless stream of murders against minorities by Muslims, who cares.",3,1,0,1
557,"@kewldevzzo Yes, according to Islam, Muslims are encouraged to kill you.  I'm not a Muslim and I have no issues with Hindus.",3,0,0,0
558,"@MaxBlumenthal @CarolineFourest No matter how desperately race baiting trash like you want Islam to be a race, it's not.",3,0,0,0
559,"@Vandaliser @sajid_fairooz @IsraeliRegime Go read what the Pact says, and don't waste my time.",3,0,0,0
560,RT @anglosaxonryder: #Lakemba Muslim protest was a complete failure. Aussies don't want Islam here. It doesn't suit our way of life. Just l���,3,1,0,0
561,@ginnysimmons @femfreq Who cares? The only issue is are they guilt or innocent.  All the rest is race baiting by assholes like you.,3,0,0,0
562,"RT @4chunat1: CNN reports on the murders of homosexuals by the Islamic State, but the problem isn���t just ISIS, it���s Islam http://t.co/ocd3R���",3,1,0,1
563,"@_enzk @NNdabbour64 And if someone wants to leave Islam, then Islam declares him an apostate and demands that he be murdered.",3,0,0,0
564,@yuskan0723 Here is what the scumbag Muslims do with children.  And then they use them for propaganda. http://t.co/JG5MeWh1ur,3,1,0,0
565,@NNdabbour64 And no one is entitled to a belief that denies other people their believes. http://t.co/pli8wePBsf,3,1,0,0
566,"@CamilleHughes16 @_Watch_Observe_ I don't really care what some Muslims practice.  I care that Islam encourages murder, hatred, sexism.",3,1,1,0
567,"@PhilipMills8 @PsychBarakat @jncatron Outside the Israel conflict, Hamas still beheads gays, does honor killings, throws opponents off roofs",3,1,0,1
568,@Abu_Talal2 1400 years ago Islam stole all women's rights and turned them into slaves forever.,3,1,1,0
569,"@98Halima @johnnygjokaj @rfrankh53 @BilalIGhumman @cdnKhadija No Muslim land has ever lived under anything but tyrants, dummy.",3,0,0,1
570,"@ibnHlophe @eeviewonders @CTFleaMarkets Actually, it's Islam that has to be destroyed for it's crimes against humanity.",3,1,0,1
571,@harmlesstree2 Who cares who defined it. The Muslims lived off the production of the Jews and left them impoverished.,3,0,0,1
572,@ZorazZora @zackbeauchamp Furthermore many Muslim countries don't even have a record system to account for all murders.,3,0,0,0
573,"@nyazpolitics @urgedharry @greenlinerzjm I have three translations of the Quran, microbrain. And I know far more about Islam than you.",3,0,0,0
574,@HuffPostRelig Islam maintained slavery much longer than Christianity and only gave it up under western pressure.,3,0,0,0
575,"RT @arrowsmithwoman: @sudixitca @KenRoth  It's a calculated Arab policy, to keep the Palestinians in a state of desperation to incite more ���",3,0,0,0
576,@congressman_aly I know that the terrorist organization Hamas has not had another election since their first one.,3,0,0,0
577,@anjemchoudary Maybe you can give a talk about how the 53 year old Mohammed raped the 9 year old Aisha. http://t.co/qFk56qU5Og,3,1,1,1
578,@asem_1994 But all the crimes of Islam are exactly according to their beliefs.,3,0,0,0
579,"@liamxkiwi @greenlinerzjm @halalflaws @biebervalue Yeap, leave it to a Muslim to consider stoning women to death as funny.",3,0,0,1
580,"@Raja5aab @Quickieleaks So tell me, what could possible happen that you would consider to be proof that Allah and Mohammed were frauds.",3,0,0,0
581,"@dankmtl Hell, t Muslims are everywhere chanting death to everybody. Jews only have trouble with Muslims. Muslims have trouble with everyone",3,1,0,0
582,"@MaxBlumenthal  ISIS is different from Max's friends, Hamas. ISIS throws gays off rooftops. Hamas beheads gays. http://t.co/PAJ595GF5b",3,0,0,1
583,@UmarFarooq_ ROFL.  No one with a brain will want a madrassa education.  Will they teach Mohammed's remedies? http://t.co/dxJ6oEj19B,3,0,0,0
584,@geeky_zekey Thanks for showing again that blacks are the biggest 3s. Blocked,3,1,0,1
585,"@semzyxx @NAInfidels @owais00 There is nothing in the Quran about forbidding child marriages, and Mohammed married Ashia at the age of 6.",3,0,0,0
586,@ZamiraTwitt Erdogan is a fascist Islamist scum bag. Women's employment has decreased 30% under him. Violence against women has increased.,3,1,1,0
587,@buellerishere @KellyTurner99 The Muslim citizens of Raqqa enjoying a peaceful day of beating three men to death. http://t.co/ki4tdL3IDR,3,0,0,1
588,"RT @WolfSpirit2013: Obama's peaceful Islam. Islam that ""no one"" is allowed to challenge, even if it means muslims threatening your life. ht���",3,0,0,0
589,@HillaryGuess @riwired @izrinhariri @AtharHKhan Now you see ISIS following the Quran and Hadiths and prophet exactly in their genocide.,3,1,0,1
590,@PeopleMagUpdate And some idiots want to support the Muslims that are trying to exterminate Israel.,3,1,0,1
591,@MaxBlumenthal @mehdirhasan @tnr Mohammed loved robbing caravans and looting for a living. ISIS robs and lots for a living.,3,1,0,0
592,"@sibelo76 Actually, they follow the Quran and the Hadiths exactly. It's the ""moderate Muslims"" who ignore  much of their canon.",3,0,0,0
593,"@TheInfoIslam That's the disadvantage of following a religion of uneducated morons, so that you have to rely on Kufir for everything.",3,1,0,0
594,@AbouAliZarif @MaxBlumenthal The Muslims have exterminated virtually every minority in the ME and these idiots talk about Israeli aparthide.,3,1,0,1
595,We all assume that societies will progress. But #Islam forces societies to regress. Afghanistan 1950 and now. http://t.co/DnHuQ2pbuX,3,0,0,1
596,"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Yes, there is even more rape in Muslim countries but it is not reported.",3,0,0,1
597,@NNdabbour64 That is a load of manure. It says the same thing in translation as it does in Arabic. It is still a pile of hatred and murder.,3,0,0,1
598,@UmarMal You Muslims should kiss our ass for buying your oil.  If we didn't you'd be riding camels and the population of the ME would be 1/3,3,1,0,1
599,@JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch The Department of Justice report says blacks kill at 6 times the rate of whites.,3,0,0,1
600,RT @historyscoper: #islam #jihad SWEDISH MEDIA LIE to protect Somali Muslim gang-rapists http://t.co/AcmF7CG9bj,3,0,0,0
601,"@labajetta_mike @RednetSarah @ISIS_Med Let me guess, you've got no friends and no career.  Either that or you are a psychopath.",3,0,0,0
602,"@LifeInKhilafah The prophet Mohammed was illiterate, superstitions, and knew nothing but war, theft and slave trading.",3,0,0,0
603,Imam's who disagree with Jihad are attacked by Muslims.  So where are these moderate Muslims?  #Islam http://t.co/hkh5tyEIej,3,0,0,0
604,"RT @tomesimpson: Our political leaders are worried about offending people���s feelings.  As a result, innocent people have died!  #Islam  #Pa���",3,0,0,1
605,@mehrdad20090706 @TalebAshrafi @iran_policy Do you think that they do it because the prophet Mohammed fought for plunder?,3,0,0,0
606,RT @ha_bibti: MT @aaronstein1: #Turkey is now the only major (Muslim majority) country in the Middle East that is not bombing #ISIS,3,0,0,0
607,"@ummayman90 @wood_brwood333 For example, in Medina Mohammed said, kindly cut off the heads of these 600 Jewish men and enslave their women.",3,1,0,1
608,"@dlsaudiarabian Yes, it's a violation of Islam because Islam demands that he be beheaded rather than burned.",3,1,0,0
609,"@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53 Like I said,that is a stupid comment that seeks to hide the vileness of  Islam",3,0,0,1
610,"@UmarFarooq_ @FaheemHus @jackmjenkins And what are the Muslim scholars going to do?Say,""You caught us, our religion is violent and barbaric""",3,0,0,0
611,"@Abu_Baraa1 Dumb Muslims complain about freedom of speech and support blasphemy laws at the same time. What a disgusting, inhuman religion.",3,1,0,0
612,To Muslims a woman walking down the street is a giant vagina demanding to be raped if she is not covered by a tent. http://t.co/XTd6RTpRB8,3,1,1,1
613,@anjemchoudary We could care less how much you love the fraud.  We have the right to think of him any way we want and express that.,3,0,0,0
614,"If ISIS has nothing to do with #Islam then why doesn't it attract Jews, Himdus, Buddhists, Taoists, Atheists, Christians. Why only Muslims?",3,0,0,1
615,@RaniaKhalek @MaxBlumenthal @Phan_N What about Muslim blasphemy laws. They lead to lynch mob murder. Let's stick to important stuff.,3,0,0,0
616,@Asadumarfans You are a Muslim. You are brain dead. You repeat what others have said a million times.,3,0,0,0
617,"@harmlesstree2 Today, Christians are still murdered by rampaging Muslim mobs in Pakistan and Egypt.",3,0,0,1
618,RT @edwinrowe: #Egyptian TV Host: Nobody Dares Admit That ISIS Crimes Are Based on Islamic Sources http://t.co/mzk5YMgzuN Egypt more honest���,3,0,0,0
619,@KamelNasrEldien Islam is about as perfect as Nazism.,3,0,0,1
620,@MaxBlumenthal @mehdirhasan #Islam wants women to stay in their houses and cover themselves. ISIS makes sure that they do.,3,0,1,0
621,@Ali_Gharib @MaxBlumenthal Do you think that he is Jewish any other way than by birth?,3,0,0,0
622,@nyc2peach @sajid_fairooz @IsraeliRegime The Muslims are out of control and determined to steal the last tiny piece of land left to the Jews,3,1,0,1
623,@MaxBlumenthal Too stupid. Hamas is a murdering terrorist group that forces Islamist oppression on everyone the can.,3,0,0,0
624,@hal2012 @GerardGeorges4 @PentagonPresSec But certainly exterminate all terrorist and jihadi groups.,3,0,0,0
625,#MKR  Lost the plot - where's the big Texan with the elephant sized steaks that they all have for brekkie ?,3,0,0,0
626,@dankmtl With the third Jewish tribe he beheaded all the men after they surrendered and sold all the women and children into slavery.,3,0,0,1
627,@AAlwuhaib1977 And the Muslim bigots have been attacking Hindus and Buddhists and atheists and anamists all over the world daily.,3,0,0,1
628,@discerningmumin Mohammed owned 28 slaves. So if you are against slavery you are against Mohammed. Otherwise you are just bull shiting.,3,0,0,0
629,RT @sudixitca: Muhammad was the inventor of thighing. He started molesting Aisha when she was 6 years old. @Shahzadadeindia cc: @TarekFatah,3,1,1,1
630,@ZorazZora @zackbeauchamp This is an idiotic study made with an objective in mind.  Terrorism is not included in the murder rate.,3,1,0,0
631,RT @PeterTownsend7: #ISIS #Islam PC Puzzle: Converting to a religion of peace leading to violence? http://t.co/TBJUsaeMUH http://t.co/G4xOh���,3,0,0,0
632,@AnwarPrince14 @SABCNewsOnline Why not? The Palestinians behead gays and honor kill women.,3,0,0,1
633,@MadDr11 @MaxBlumenthal And in the meantime the Palestinian fuckers are beheading gays and doing honor killings.,3,0,0,1
634,@DawlatnaMansura He says while immersed in Kufiri invented and built devices.,3,0,0,0
635,"@DianH4 @InviteToIslam And madrassa rats are always stupid, like the one who just claimed that the sun goes around the earth.",3,1,0,0
636,@dankmtl If Israel had given Palestinians the right to return they would now be suffering the same fate of all minorities under Islam.,3,0,0,0
637,@NomCookiesNom Why is it that no other religions have statistics that are even close in the production of terrorism.,3,0,0,0
638,@MaxBlumenthal Every border that Islam shares with every other religion is bloody. But we are suppose to believe it's the Jews fault.,3,1,0,0
639,@ardiem1m @MaxBlumenthal @oldkhayyam You think Hamas doesn't  practice cruel and inhuman treatment of Palestinians? Are you blind?,3,1,0,0
640,"@semzyxx @NAInfidels @owais00 As you can see for yourself, pedophelia is illegal in Israel, but is legal in Muslim countries. Outlaw Islam!",3,0,0,1
641,@DorvalTony True. And most of them were from well off families. And their radicalization follows their increased attendance at Mosques.,3,0,0,0
642,@alikoeln He is following the example of his prophet who married one of his wives at 6. They do everything their prophet does exactly. #Isam,3,1,0,0
643,@sweden In fact many Muslim countries have the same odious laws as Daesh. This shows sex slaves are approved in KSA. http://t.co/rlwz0BqUBs,3,0,0,1
644,"@discerningmumin It's Muslims that do virtually all the killing.  For example, 80% of civilians killed in Afghanistan are killed by Taliban.",3,1,0,0
645,@congressman_aly I know that Muslim bigotry has driven all the Christians out of Palestine.,3,1,0,1
646,@NNdabbour64 Every child that is brainwashed and never given a choice is force.,3,1,0,0
647,"@Raja5aab @Quickieleaks Yeah, I read that. And every verse of the Tao Te Ching is superior to every verse of the Quran. So Quran is fraud.",3,0,0,0
648,@JoRitson Pieces of shit like you are doing everything in your power to exterminate white people.,3,0,0,1
649,"@IslamRevlution @islam4libya5 @BintStranger Again, why shouldn't everybody hate Islam?",3,0,0,0
650,"@buttercupashby @MaDaSaHaTtEr_17 Mohammed attacked the third Jewish tribe in Medina, beheaded all of it's men, sold all the rest to slavery",3,1,0,1
651,@MaliniP Screw Francis.  Any Pope that will not stand up for freedom of speech should not be Pope.  Get rid of the clown.,3,1,0,0
652,@WithTrish @JRehling The world is doing nothing. Islam is producing the terrorist activities and has been for 1400 years.,3,0,0,1
653,"@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime No, Muslims follow a religion based on terrorism, not Jews.",3,0,0,1
654,"@AnasMechch @peymaneh123 I saw the report, and I have seen other reports of Shia crimes. But I have not yet seen evidence of it for Tikrit.",3,0,0,0
655,"@AAlwuhaib1977 @dankmtl @PeaceNotHate_ ...She does to the IDF, Hamas would have put a bullet in her head long ago.",3,0,0,0
656,@MaxBlumenthal @mehdirhasan @tnr Mohammed declared a Jihad against all non believers. ISIS is executing a Jihad against non believers.,3,1,0,0
657,"@Salon @TheMuslimGuy Do the trolls at Salon know that Mohammed led 17 major military expedition, most of them offensive? No chance. #Islam",3,0,0,0
658,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime But the Quran and Hadith make it clear that Islam is Imperialist. http://t.co/UetpLzaVyI,3,0,0,0
659,@Abu_Talal2 But Islam has no truth. Every word is a lie.,3,0,0,0
660,@Jubathesniper5 @munthir555 ROFLMAO.  Where is the picture Daeshbag?,3,0,0,0
661,@jncatron @isra_jourisra @AMPalestine Islamophobia is like the idea of Naziphobia. Islam is a religion of hate and it must be outlawed.,3,1,0,1
662,@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 Majority of Muslims are 2 and bigots. http://t.co/xjd8w98ITE,3,0,0,1
663,"RT @CordieMendoza: ""@subratabanik: NO religion is AS VIOLENT as abhorrent as Islam. http://t.co/iUrt6EL834"" @LeslieMarshall",3,1,0,0
664,@nebula_chain_ @PaulStephen8 Wheras Islam simply declared war on all humanity 1400 years ago and has never stopped. Time to return the favor,3,0,0,0
665,RT @AnneBayefsky: ���The lofty status of women in #Islam: Woman's testimony �� the weight of a man's.��� http://t.co/cSIckyEr8T #WomensDay http:���,3,1,0,0
666,"@MaxBlumenthal Max asks as his Palestinian friends are beheading gays, doing honor killings, driving Palestinian Christians out of existence",3,1,0,1
667,"RT @TRobinsonNewEra: In Australia, their tax money helps finance their country's own destruction by terrorists:: https://t.co/zwWlcAZtmZ sa���",3,0,0,0
668,@Ammaawah @jm111t You are following the religion of ignorance with an illiterate prophet and you want to talk about spelling? LOL.,3,0,0,1
669,@roisin_morgan And I don't care if the Jews do what the have to do to protect themselves from the genocidal Muslims.,3,0,0,1
670,@awdnewsgerman @Raqqa_Sl Chomsky is a 3. Islam created ISIS.,3,0,0,0
671,"@AAlwuhaib1977 @dankmtl @PeaceNotHate_ Her very actions are proof that she is a liar and a propagandist, because if she did to Hamas what ..",3,0,0,0
672,@SamihNewsam Wrong. Islam didn't give women any rights and it imprisoned them in their houses. Remember Katjia was wealthy BEFORE Islam.,3,0,1,0
673,@jihadi_11 @Shami_IS_back Not an armed Ezidi was around when the Daesh began to slaughter and enslave them. So what are you crying about?,3,0,0,1
