ID,Text,Classe,Text_Lem,Homophobia,sexism,Racism
651,damn two days in a row lmao and once again mommie i had no part in this  it was Gabby lmao,0,damn two day row lmao mommie part gabby lmao,0,1,0
652,thanks sweety. Loki just rubbed me in with Ben Gay before he passed out for the night. too.,0,thanks sweety loki rubbed ben gay passed night,0,0,0
653,my computer does that too! &quot;Invalid request&quot; haha thanks for all the questions :],0,computer quot invalid request quot haha thanks question,0,0,0
654,What do people most often criticize about you? (If some of these are doules I am so sorry.),0,people often criticize doules sorry,0,0,0
655,People say &quot;I don&;t know&quot; alot. Is that a real answer? (Personally I think not.),0,people say quot know quot alot real answer personally think,1,0,0
656,She is whatever the Hell she wants to be  and not one bit of that is anyone named Cheyenne!,0,whatever hell want one bit anyone named cheyenne,1,0,0
657,dude  you must earn  or have a lot of dough to shell out 50usd a day! Damn  that's serious!,0,dude must earn lot dough shell 50usd day damn 's serious,1,0,0
658,I nominate @Tony_D for #coffee because without it  he might never FINISH HIS FUCKING NOVEL.,0,nominate tony_d coffee without might never finish fucking novel,0,0,0
659,hahahahahahahhahahahahahahahahahahhahahahahahahahahahahaahahhahaahhahahaahahahaaaaaa!!!!!!!!,0,hahahahahahahhahahahahahahahahahahhahahahahahahahahahahaahahhahaahhahahaahahahaaaaaa,0,0,0
660,i'm giving you a heart cuz i'm assuming this is me and byron  if not i hate u but here &lt;3,0,m giving heart cuz 'm assuming byron hate u lt 3,0,0,0
661,when they hate / sneak diss. that means you are doing TOO much. Asvice: fcuk em & keep goin.,0,hate sneak dis mean much asvice fcuk em keep goin,0,0,0
662,Uhmm like 6th grade on a corner of a street. I was on my corner :O Lol jk and it was randi..,0,uhmm like 6th grade corner street corner lol jk randi ..,0,0,0
663,If you had to choose between a millions bucks and being able to fly  which would you choose?,0,choose million buck able fly would choose,0,0,0
664,I cannot listen to that Heavy metal! I like me some rock(oldies) bhut not that scary shit ;D,0,listen heavy metal like rock oldie bhut scary shit,0,0,0
665,Would you rather have a lovely day in with your family or go out partying with your friends?,0,would rather lovely day family go partying friend,0,0,0
666,I can damn near listen to his album in it's entirety without skipping..which is a good thing,0,damn near listen album 's entirety without skipping .. good thing,0,0,0
667,Wow. this is a hard 1 i dnt think ive had 1 or i have many! I love my smoothies tho! YUMMIE!,0,wow hard 1 dnt think ive 1 many love smoothy tho yummie,0,0,0
668,Ugh. I fucking hate Ben 10. I remember how much bs it cause for my dept. when I was with CN.,0,ugh fucking hate ben 10. remember much b cause dept cn,0,0,0
669,are you sure you know what your getting yourself into by following my twitter whore account?,0,sure know getting following twitter whore account,0,1,0
670,Ooops. I knew that! Totally did (No sarcasm). I hate typos. My fingers are a mind of its own.,0,ooops knew totally sarcasm hate typo finger mind,0,0,0
671,ask that nigga why he auto-tuned that joint if he can actually sing...I hate that shit...haha,0,ask nigga auto-tuned joint actually sing ... hate shit ... haha,1,0,1
672,If an orange is orange and called an orange  why is a banana yellow and not called a  yellow?,0,orange orange called orange banana yellow called yellow,0,0,0
673,although it means early holiday and time to prepare for next year - it sucks either way though,0,although mean early holiday time prepare next year suck either way though,0,0,0
674,just so you no  my ass hurts more now. right where the leg meets the butt.. the cup-able part.,0,as hurt right leg meet butt .. cup-able part,0,0,0
675,Nigga when you see me in the streets it's going down! chitty chitty bang bang  bitch ass nigga,0,nigga see street 's going chitty chitty bang bang bitch as nigga,0,0,1
676,yeah that song suck  santagold sucks too. nice picture  i'm just seeing it  ur skin looks good,0,yeah song suck santagold suck nice picture 'm seeing ur skin look good,0,0,0
677,Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????,0,wait cheyenne sent request wait name tabitha r u fake,0,0,0
678,"tee hee! I consider the added fat 2B ""personal insulation"" - it gets dern cold here in WI.  ;)",0,tee hee consider added fat 2b `` personal insulation '' get dern cold wi,0,0,0
679,- can be quite a rough routine but I'm gonna rock out with my cock out! Doctors orders &#9824;,0,quite rough routine 'm gon na rock cock doctor order 9824,0,0,0
680,"ridin down the highway goin to a show, stop in all the byways, playin rock n roll",0,ridin highway goin show stop byway playin rock n roll,0,0,0
